trial_id,date,name,engine,window,sharpe,cagr,max_dd,n_trials_represented,source,notes
s10_overnight_qqq_2bps_half2_2016_2026,2026-07-02,overnight_qqq net @2bps/side half2_2016_2026,"daily_ledger_v1 (overnight leg via ledger _build_return_frames, NAV compounded daily)",half2_2016_2026,0.1966,0.01756,-0.3531,0,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md; same config re-costed/sub-window (n_rep counted once on primary full row)
s10_overnight_qqq_10bps_full,2026-07-02,overnight_qqq net @10bps/side full,"daily_ledger_v1 (overnight leg via ledger _build_return_frames, NAV compounded daily)",full,-3.0955,-0.32529,-0.9998,0,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md; same config re-costed/sub-window (n_rep counted once on primary full row)
s10_overnight_qqq_10bps_half1_2005_2015,2026-07-02,overnight_qqq net @10bps/side half1_2005_2015,"daily_ledger_v1 (overnight leg via ledger _build_return_frames, NAV compounded daily)",half1_2005_2015,-3.5,-0.33086,-0.98808,0,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md; same config re-costed/sub-window (n_rep counted once on primary full row)
s10_overnight_qqq_10bps_half2_2016_2026,2026-07-02,overnight_qqq net @10bps/side half2_2016_2026,"daily_ledger_v1 (overnight leg via ledger _build_return_frames, NAV compounded daily)",half2_2016_2026,-2.7674,-0.31962,-0.98303,0,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md; same config re-costed/sub-window (n_rep counted once on primary full row)
s10_overnight_qqq_20bps_full,2026-07-02,overnight_qqq net @20bps/side full,"daily_ledger_v1 (overnight leg via ledger _build_return_frames, NAV compounded daily)",full,-7.147,-0.59235,-1.0,0,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md; same config re-costed/sub-window (n_rep counted once on primary full row)
s10_overnight_qqq_20bps_half1_2005_2015,2026-07-02,overnight_qqq net @20bps/side half1_2005_2015,"daily_ledger_v1 (overnight leg via ledger _build_return_frames, NAV compounded daily)",half1_2005_2015,-7.9743,-0.59597,-0.99995,0,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md; same config re-costed/sub-window (n_rep counted once on primary full row)
s10_overnight_qqq_20bps_half2_2016_2026,2026-07-02,overnight_qqq net @20bps/side half2_2016_2026,"daily_ledger_v1 (overnight leg via ledger _build_return_frames, NAV compounded daily)",half2_2016_2026,-6.4824,-0.5888,-0.99991,0,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md; same config re-costed/sub-window (n_rep counted once on primary full row)
s10_pre_fomc_spy_2bps_full,2026-07-02,pre_fomc_spy net @2bps/side full,daily_ledger_v1,full,0.6256,0.02973,-0.11795,1,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md
s10_pre_fomc_spy_2bps_half1_2005_2015,2026-07-02,pre_fomc_spy net @2bps/side half1_2005_2015,daily_ledger_v1,half1_2005_2015,0.8212,0.04517,-0.11795,0,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md; same config re-costed/sub-window (n_rep counted once on primary full row)
s10_pre_fomc_spy_2bps_half2_2016_2026,2026-07-02,pre_fomc_spy net @2bps/side half2_2016_2026,daily_ledger_v1,half2_2016_2026,0.3616,0.01382,-0.1086,0,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md; same config re-costed/sub-window (n_rep counted once on primary full row)
s10_pre_fomc_spy_10bps_full,2026-07-02,pre_fomc_spy net @10bps/side full,daily_ledger_v1,full,0.1017,0.00381,-0.30992,0,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md; same config re-costed/sub-window (n_rep counted once on primary full row)
s10_pre_fomc_spy_10bps_half1_2005_2015,2026-07-02,pre_fomc_spy net @10bps/side half1_2005_2015,daily_ledger_v1,half1_2005_2015,0.3589,0.0187,-0.16386,0,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md; same config re-costed/sub-window (n_rep counted once on primary full row)
s10_pre_fomc_spy_10bps_half2_2016_2026,2026-07-02,pre_fomc_spy net @10bps/side half2_2016_2026,daily_ledger_v1,half2_2016_2026,-0.263,-0.01157,-0.21934,0,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md; same config re-costed/sub-window (n_rep counted once on primary full row)
s10_pre_fomc_spy_20bps_full,2026-07-02,pre_fomc_spy net @20bps/side full,daily_ledger_v1,full,-0.5276,-0.02774,-0.55455,0,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md; same config re-costed/sub-window (n_rep counted once on primary full row)
s10_pre_fomc_spy_20bps_half1_2005_2015,2026-07-02,pre_fomc_spy net @20bps/side half1_2005_2015,daily_ledger_v1,half1_2005_2015,-0.2093,-0.01351,-0.30079,0,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md; same config re-costed/sub-window (n_rep counted once on primary full row)
s10_pre_fomc_spy_20bps_half2_2016_2026,2026-07-02,pre_fomc_spy net @20bps/side half2_2016_2026,daily_ledger_v1,half2_2016_2026,-0.9809,-0.04246,-0.37614,0,research/droplets/study10_calendar/run_study10.py,OWNER-AUTHORIZED quarterly spec-budget expansion; study10 pre-registered HYPOTHESIS.md; same config re-costed/sub-window (n_rep counted once on primary full row)
